epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
162,517.343,0.55954,0.4527,1.10837,0.9543,0.98259,0.99148,0.89409,0.51909,0.37062,0.97869,0.00020305,0.00020305,0.00020305
163,520.458,0.57238,0.43351,1.10066,0.93275,0.96432,0.98866,0.887,0.51754,0.36005,0.98081,0.0001981,0.0001981,0.0001981
164,523.554,0.59789,0.48398,1.12655,0.94363,0.97102,0.99031,0.88589,0.51971,0.35772,0.99097,0.00019315,0.00019315,0.00019315
165,526.673,0.54244,0.40508,1.08,0.97309,0.97186,0.99298,0.88797,0.51561,0.34156,0.99111,0.0001882,0.0001882,0.0001882
166,529.638,0.55565,0.45224,1.08996,0.98127,0.97069,0.99338,0.88794,0.51166,0.33847,0.98845,0.00018325,0.00018325,0.00018325
167,532.675,0.54283,0.42648,1.09593,0.98151,0.96814,0.99338,0.87866,0.52046,0.34461,0.99048,0.0001783,0.0001783,0.0001783
168,535.863,0.55954,0.44756,1.0997,0.95342,0.9784,0.99338,0.87809,0.52012,0.36757,0.98501,0.00017335,0.00017335,0.00017335
169,538.939,0.56169,0.45539,1.09938,0.96052,0.9616,0.99191,0.88567,0.52157,0.37804,0.9958,0.0001684,0.0001684,0.0001684
170,541.955,0.53219,0.40673,1.08015,0.9591,0.9663,0.99231,0.8814,0.52838,0.36894,1.00793,0.00016345,0.00016345,0.00016345
171,545.127,0.54911,0.44958,1.08758,0.93819,0.98325,0.99048,0.88663,0.53718,0.37216,1.02282,0.0001585,0.0001585,0.0001585
172,548.131,0.556,0.43449,1.0973,0.95931,0.97694,0.99094,0.88669,0.53122,0.35711,1.01894,0.00015355,0.00015355,0.00015355
173,551.234,0.55529,0.45569,1.10436,0.96022,0.97972,0.99148,0.88075,0.52232,0.35361,1.01437,0.0001486,0.0001486,0.0001486
174,554.723,0.54228,0.401,1.08142,0.96476,0.98298,0.99148,0.87866,0.5201,0.34439,1.00461,0.00014365,0.00014365,0.00014365
175,557.824,0.56097,0.42414,1.09824,0.96068,0.98114,0.99106,0.88117,0.51796,0.33985,1.00022,0.0001387,0.0001387,0.0001387
176,560.881,0.53585,0.40515,1.08597,0.95647,0.98511,0.99195,0.88364,0.50654,0.33693,0.98179,0.00013375,0.00013375,0.00013375
